DisplayName;Department;Ruoli;jobTitle;lastLogon;accountType;username
Standard User 306;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_306
Standard User 307;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_307
Standard User 308;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_308
Standard User 309;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_309
Standard User 310;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_310
Standard User 311;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_311
Standard User 312;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_312
Standard User 313;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_313
Standard User 314;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_314
Standard User 315;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_315
Standard User 316;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_316
Standard User 317;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_317
Standard User 318;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_318
Standard User 319;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_319
Standard User 320;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_320
Standard User 321;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_321
Standard User 322;R&D;G-R&D-Access;Employee;2024-06-01;Administrative;std_user_322
Standard User 323;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_323
Standard User 324;HR;G-HR-Access;Employee;2024-06-01;External;std_user_324
Standard User 325;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_325
Standard User 326;HR;G-HR-Access;Employee;2024-06-01;External;std_user_326
Standard User 327;HR;G-HR-Access;Employee;2024-06-01;External;std_user_327
Standard User 328;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_328
Standard User 329;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_329
Standard User 330;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_330
Standard User 331;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_331
Standard User 332;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_332
Standard User 333;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_333
Standard User 334;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_334
Standard User 335;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_335
Standard User 336;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_336
Standard User 337;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_337
Standard User 338;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_338
Standard User 339;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_339
Standard User 340;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_340
Standard User 341;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_341
Standard User 342;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_342
Standard User 343;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_343
Standard User 344;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_344
Standard User 345;HR;G-HR-Access;Employee;2024-06-01;External;std_user_345
Standard User 346;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_346
Standard User 347;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_347
Standard User 348;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_348
Standard User 349;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_349
Standard User 350;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_350
Standard User 351;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_351
Standard User 352;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_352
Standard User 353;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_353
Standard User 354;IT;G-IT-Access;Employee;2024-06-01;External;std_user_354
Standard User 355;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_355
Standard User 356;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_356
Standard User 357;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_357
Standard User 358;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_358
Standard User 359;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_359
Standard User 360;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_360
Standard User 361;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_361
Standard User 362;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_362
Standard User 363;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_363
Standard User 364;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_364
Standard User 365;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_365
Standard User 366;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_366
Standard User 367;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_367
Standard User 368;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_368
Standard User 369;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_369
Standard User 370;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_370
Standard User 371;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_371
Standard User 372;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_372
Standard User 373;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_373
Standard User 374;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_374
Standard User 375;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_375
Standard User 376;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_376
Standard User 377;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_377
Standard User 378;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_378
Standard User 379;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_379
Standard User 380;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_380
Standard User 381;IT;G-IT-Access;Employee;2024-06-01;Internal;std_user_381
Standard User 382;IT;G-IT-Access;Employee;2024-06-01;External;std_user_382
Standard User 383;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_383
Standard User 384;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_384
Standard User 385;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_385
Standard User 386;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_386
Standard User 387;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_387
Standard User 388;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_388
Standard User 389;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_389
Standard User 390;IT;G-IT-Access;Employee;2024-06-01;Internal;std_user_390
Standard User 391;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_391
Standard User 392;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_392
Standard User 393;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_393
Standard User 394;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_394
Standard User 395;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_395
Standard User 396;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_396
Standard User 397;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_397
Standard User 398;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_398
Standard User 399;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_399
Standard User 400;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_400
Standard User 401;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_401
Standard User 402;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_402
Standard User 403;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_403
Standard User 404;Finance;G-Finance-Access;Employee;2024-06-01;Service;std_user_404
Standard User 405;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_405
Standard User 406;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_406
Standard User 407;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_407
Standard User 408;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_408
Standard User 409;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_409
Standard User 410;HR;G-HR-Access;Employee;2024-06-01;External;std_user_410
Standard User 411;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_411
Standard User 412;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_412
Standard User 413;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_413
Standard User 414;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_414
Standard User 415;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_415
Standard User 416;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_416
Standard User 417;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_417
Standard User 418;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_418
Standard User 419;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_419
Standard User 420;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_420
Standard User 421;HR;G-HR-Access;Employee;2024-06-01;External;std_user_421
Standard User 422;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_422
Standard User 423;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_423
Standard User 424;IT;G-IT-Access;Employee;2024-06-01;External;std_user_424
Standard User 425;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_425
Standard User 426;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_426
Standard User 427;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_427
Standard User 428;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_428
Standard User 429;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_429
Standard User 430;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_430
Standard User 431;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_431
Standard User 432;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_432
Standard User 433;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_433
Standard User 434;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_434
Standard User 435;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_435
Standard User 436;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_436
Standard User 437;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_437
Standard User 438;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_438
Standard User 439;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_439
Standard User 440;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_440
Standard User 441;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_441
Standard User 442;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_442
Standard User 443;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_443
Standard User 444;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_444
Standard User 445;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_445
Standard User 446;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_446
Standard User 447;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_447
Standard User 448;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_448
Standard User 449;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_449
Standard User 450;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_450
Standard User 451;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_451
Standard User 452;R&D;G-R&D-Access;Employee;2024-06-01;Administrative;std_user_452
Standard User 453;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_453
Standard User 454;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_454
Standard User 455;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_455
Standard User 456;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_456
Standard User 457;IT;G-IT-Access;Employee;2024-06-01;External;std_user_457
Standard User 458;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_458
Standard User 459;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_459
Standard User 460;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_460
Standard User 461;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_461
Standard User 462;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_462
Standard User 463;IT;G-IT-Access;Employee;2024-06-01;External;std_user_463
Standard User 464;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_464
Standard User 465;IT;G-IT-Access;Employee;2024-06-01;External;std_user_465
Standard User 466;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_466
Standard User 467;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_467
Standard User 468;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_468
Standard User 469;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_469
Standard User 470;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_470
Standard User 471;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_471
Standard User 472;IT;G-IT-Access;Employee;2024-06-01;External;std_user_472
Standard User 473;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_473
Standard User 474;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_474
Standard User 475;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_475
Standard User 476;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_476
Standard User 477;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_477
Standard User 478;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_478
Standard User 479;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_479
Standard User 480;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_480
Standard User 481;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_481
Standard User 482;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_482
Standard User 483;Finance;G-Finance-Access;Employee;2024-06-01;Service;std_user_483
Standard User 484;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_484
Standard User 485;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_485
Standard User 486;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_486
Standard User 487;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_487
Standard User 488;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_488
Standard User 489;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_489
Standard User 490;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_490
Standard User 491;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_491
Standard User 492;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_492
Standard User 493;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_493
Standard User 494;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_494
Standard User 495;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_495
Standard User 496;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_496
Standard User 497;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_497
Standard User 498;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_498
Standard User 499;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_499
Standard User 500;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_500
Standard User 501;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_501
Standard User 502;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_502
Standard User 503;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_503
Standard User 504;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_504
Standard User 505;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_505
Standard User 506;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_506
Standard User 507;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_507
Standard User 508;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_508
Standard User 509;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_509
Standard User 510;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_510
Standard User 511;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_511
Standard User 512;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_512
Standard User 513;R&D;G-R&D-Access;Employee;2024-06-01;Administrative;std_user_513
Standard User 514;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_514
Standard User 515;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_515
Standard User 516;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_516
Standard User 517;Legal;G-Legal-Access;Employee;2024-06-01;Technical;std_user_517
Standard User 518;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_518
Standard User 519;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_519
Standard User 520;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_520
Standard User 521;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_521
Standard User 522;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_522
Standard User 523;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_523
Standard User 524;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_524
Standard User 525;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_525
Standard User 526;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_526
Standard User 527;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_527
Standard User 528;Finance;G-Finance-Access;Employee;2024-06-01;Service;std_user_528
Standard User 529;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_529
Standard User 530;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_530
Standard User 531;IT;G-IT-Access;Employee;2024-06-01;External;std_user_531
Standard User 532;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_532
Standard User 533;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_533
Standard User 534;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_534
Standard User 535;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_535
Standard User 536;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_536
Standard User 537;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_537
Standard User 538;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_538
Standard User 539;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_539
Standard User 540;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_540
Standard User 541;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_541
Standard User 542;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_542
Standard User 543;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_543
Standard User 544;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_544
Standard User 545;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_545
Standard User 546;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_546
Standard User 547;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_547
Standard User 548;IT;G-IT-Access;Employee;2024-06-01;Administrative;std_user_548
Standard User 549;R&D;G-R&D-Access;Employee;2024-06-01;Administrative;std_user_549
Standard User 550;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_550
Standard User 551;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_551
Standard User 552;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_552
Standard User 553;IT;G-IT-Access;Employee;2024-06-01;External;std_user_553
Standard User 554;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_554
Standard User 555;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_555
Standard User 556;R&D;G-R&D-Access;Employee;2024-06-01;Internal;std_user_556
Standard User 557;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_557
Standard User 558;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_558
Standard User 559;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_559
Standard User 560;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_560
Standard User 561;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_561
Standard User 562;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_562
Standard User 563;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_563
Standard User 564;HR;G-HR-Access;Employee;2024-06-01;External;std_user_564
Standard User 565;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_565
Standard User 566;Marketing;G-Marketing-Access;Employee;2024-06-01;Technical;std_user_566
Standard User 567;HR;G-HR-Access;Employee;2024-06-01;Internal;std_user_567
Standard User 568;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_568
Standard User 569;Legal;G-Legal-Access;Employee;2024-06-01;Service;std_user_569
Standard User 570;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_570
Standard User 571;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_571
Standard User 572;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_572
Standard User 573;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_573
Standard User 574;Legal;G-Legal-Access;Employee;2024-06-01;Administrative;std_user_574
Standard User 575;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_575
Standard User 576;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_576
Standard User 577;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_577
Standard User 578;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_578
Standard User 579;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_579
Standard User 580;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_580
Standard User 581;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_581
Standard User 582;IT;G-IT-Access;Employee;2024-06-01;Technical;std_user_582
Standard User 583;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_583
Standard User 584;IT;G-IT-Access;Employee;2024-06-01;Internal;std_user_584
Standard User 585;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_585
Standard User 586;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_586
Standard User 587;HR;G-HR-Access;Employee;2024-06-01;External;std_user_587
Standard User 588;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_588
Standard User 589;IT;G-IT-Access;Employee;2024-06-01;External;std_user_589
Standard User 590;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_590
Standard User 591;Finance;G-Finance-Access;Employee;2024-06-01;Administrative;std_user_591
Standard User 592;Finance;G-Finance-Access;Employee;2024-06-01;Technical;std_user_592
Standard User 593;Finance;G-Finance-Access;Employee;2024-06-01;External;std_user_593
Standard User 594;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_594
Standard User 595;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_595
Standard User 596;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_596
Standard User 597;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_597
Standard User 598;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_598
Standard User 599;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_599
Standard User 600;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_600
Standard User 601;R&D;G-R&D-Access;Employee;2024-06-01;Administrative;std_user_601
Standard User 602;HR;G-HR-Access;Employee;2024-06-01;Service;std_user_602
Standard User 603;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_603
Standard User 604;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_604
Standard User 605;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_605
Standard User 606;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_606
Standard User 607;Sales;G-Sales-Access;Employee;2024-06-01;Technical;std_user_607
Standard User 608;R&D;G-R&D-Access;Employee;2024-06-01;Technical;std_user_608
Standard User 609;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_609
Standard User 610;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_610
Standard User 611;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_611
Standard User 612;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_612
Standard User 613;Operations;G-Operations-Access;Employee;2024-06-01;Technical;std_user_613
Standard User 614;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_614
Standard User 615;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_615
Standard User 616;HR;G-HR-Access;Employee;2024-06-01;Technical;std_user_616
Standard User 617;IT;G-IT-Access;Employee;2024-06-01;Internal;std_user_617
Standard User 618;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_618
Standard User 619;Operations;G-Operations-Access;Employee;2024-06-01;External;std_user_619
Standard User 620;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_620
Standard User 621;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_621
Standard User 622;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_622
Standard User 623;Operations;G-Operations-Access;Employee;2024-06-01;Administrative;std_user_623
Standard User 624;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_624
Standard User 625;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_625
Standard User 626;R&D;G-R&D-Access;Employee;2024-06-01;Service;std_user_626
Standard User 627;Marketing;G-Marketing-Access;Employee;2024-06-01;External;std_user_627
Standard User 628;R&D;G-R&D-Access;Employee;2024-06-01;Administrative;std_user_628
Standard User 629;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_629
Standard User 630;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_630
Standard User 631;Marketing;G-Marketing-Access;Employee;2024-06-01;Administrative;std_user_631
Standard User 632;IT;G-IT-Access;Employee;2024-06-01;Service;std_user_632
Standard User 633;Sales;G-Sales-Access;Employee;2024-06-01;Administrative;std_user_633
Standard User 634;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_634
Standard User 635;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_635
Standard User 636;HR;G-HR-Access;Employee;2024-06-01;External;std_user_636
Standard User 637;Legal;G-Legal-Access;Employee;2024-06-01;Internal;std_user_637
Standard User 638;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_638
Standard User 639;HR;G-HR-Access;Employee;2024-06-01;Administrative;std_user_639
Standard User 640;Marketing;G-Marketing-Access;Employee;2024-06-01;Internal;std_user_640
Standard User 641;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_641
Standard User 642;R&D;G-R&D-Access;Employee;2024-06-01;External;std_user_642
Standard User 643;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_643
Standard User 644;Sales;G-Sales-Access;Employee;2024-06-01;Internal;std_user_644
Standard User 645;Sales;G-Sales-Access;Employee;2024-06-01;External;std_user_645
Standard User 646;Finance;G-Finance-Access;Employee;2024-06-01;Internal;std_user_646
Standard User 647;R&D;G-R&D-Access;Employee;2024-06-01;Administrative;std_user_647
Standard User 648;Operations;G-Operations-Access;Employee;2024-06-01;Internal;std_user_648
Standard User 649;Sales;G-Sales-Access;Employee;2024-06-01;Service;std_user_649
Standard User 650;Marketing;G-Marketing-Access;Employee;2024-06-01;Service;std_user_650
Standard User 651;Legal;G-Legal-Access;Employee;2024-06-01;External;std_user_651
Standard User 652;Operations;G-Operations-Access;Employee;2024-06-01;Service;std_user_652
